,price_try,make,series,year,km,transmission,fuel,body_type,warranty,from_,wheel_drive,cylinder_number,torque_nm,engine_capacity_cc,engine_power_hp,max_power_rpm,min_power_rpm,acceleration_0to100_sec,max_speed_kmh,average_fuel_consumption_lt,painted_changed
386,885000,Toyota,Corolla,2018,98000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,160,1598,132,6400,4400,10.0,200,6.3,Original
387,485000,Other,Other Other,2009,186000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,133,1360,91,5250,3250,12.8,182,6.4,Original
388,645000,Renault,Clio,2017,131500,Manual,Diesel,Other,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,75,4000,1750,14.3,168,3.6,Original
389,3540000,BMW,Other BMW,2015,329000,Automatic,Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,400,1998,258,6500,1550,6.3,250,5.8,Original
390,605000,Renault,Clio,2013,189000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,75,2500,1200,14.3,168,3.6,Original
391,715000,Ford,Focus,2013,260000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,270,1560,115,3600,2500,10.9,193,4.2,Painted or Changed
392,770000,Ford,Other Ford,2012,167000,Manual,Diesel,Other,Warrantless,Dealer,Front-Wheel Drive,4,270,1560,115,3600,2500,11.3,184,4.6,Original
393,342000,Ford,Fiesta,2005,271000,Manual,Diesel,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,160,1399,68,4000,2000,14.9,164,4.3,Painted or Changed
394,1125000,Volkswagen,Other Volkswagen,2016,78000,Semiautomatic,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,175,1197,105,5500,1400,10.9,180,5.2,Painted or Changed
395,850000,Seat,Other Seat,2016,97000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,175,1197,105,5500,4000,10.0,191,4.9,Original
396,590000,Peugeot,Other Peugeot,2017,189000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,230,1560,93,4000,1750,11.2,180,4.3,Painted or Changed
397,1355000,Ford,Focus,2019,35000,Automatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,300,1500,120,3000,1200,10.2,196,4.3,Original
398,795000,Opel,Astra,2016,77000,Manual,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,155,1598,115,6000,4000,11.9,193,6.5,Original
399,1120000,Volkswagen,Golf,2017,142000,Semiautomatic,Diesel,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,250,1598,115,4000,1500,10.5,198,4.2,Original
400,1250000,Volkswagen,Passat,2016,95000,Manual,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,250,1598,120,4000,1750,10.8,206,4.0,Original
401,275000,Renault,Clio,2001,301000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,114,1390,75,5500,4250,12.1,170,7.1,Original
402,486000,Volkswagen,Polo,2004,173000,Automatic,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,126,1390,75,2500,1200,15.3,168,7.4,Painted or Changed
403,949900,Honda,Other Honda,2021,23900,Automatic,Gasoline,Sedan,Warranted,Dealer,Front-Wheel Drive,4,145,1498,121,6600,4300,10.5,198,6.2,Original
404,510000,Opel,Corsa,2012,188000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,190,1248,75,4000,1750,14.9,163,4.0,Original
405,950000,Ford,Focus,2017,79200,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,230,1560,95,3600,1500,12.6,182,4.5,Original
406,410000,Renault,Megane,2004,275000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,127,1390,98,2500,1200,12.7,185,6.7,Painted or Changed
407,685000,Opel,Astra,2012,145000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,190,1248,95,4000,1750,14.5,175,4.1,Painted or Changed
408,145000,Renault,Other Renault,1994,285888,Manual,LPG & Gasoline,Other,Warrantless,Dealer,Front-Wheel Drive,4,140,1397,72,5100,3000,15.2,155,6.5,Original
409,510000,Other,Other Other,2010,215000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,153,1598,113,6400,1400,13.5,180,7.8,Painted or Changed
410,318000,Opel,Astra,1998,220000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,135,1598,100,2500,1200,11.0,190,5.5,Original
411,530000,Renault,Fluence,2010,314000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1461,105,4000,2000,11.4,186,4.5,Original
412,475000,Honda,Civic,2002,281500,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,152,1590,110,6300,4800,11.3,192,7.0,Original
413,715000,Renault,Fluence,2015,108000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1461,110,4000,1750,11.0,185,4.6,Painted or Changed
414,678000,Fiat,Egea,2016,122000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,95,3750,1500,11.7,183,4.1,Original
415,599500,Renault,Clio,2019,86000,Manual,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,3,140,898,90,5000,2500,12.9,178,5.0,Painted or Changed
416,1200000,BMW,Other BMW,2015,130005,Automatic,Gasoline,Hatchback,Warrantless,Dealer,Rear-Wheel Drive,4,250,1598,177,4800,1500,7.2,222,5.7,Painted or Changed
417,599950,Renault,Clio,2019,86500,Manual,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,3,140,898,90,5000,2500,12.9,178,5.0,Painted or Changed
418,879000,Hyundai,Other Hyundai,2021,23000,Semiautomatic,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,3,172,998,100,6000,1500,11.4,185,5.2,Original
419,1520000,Other,Other Other,2017,57000,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,120,3500,1500,11.0,206,4.1,Original
420,609500,Renault,Clio,2019,85500,Manual,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,3,140,898,90,5000,2500,12.9,178,5.0,Painted or Changed
421,495000,Opel,Corsa,2011,132000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,115,1229,85,5600,4000,13.6,172,5.3,Painted or Changed
422,154750,Renault,Other Renault,1993,265000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,140,1390,72,5750,5250,15.2,160,7.4,Original
423,390000,BMW,3 Series,1998,335000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,6,190,1991,150,2500,1200,9.9,219,8.9,Painted or Changed
424,400000,Renault,Clio,2007,65000,Manual,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,127,1390,98,6000,3750,11.2,186,7.3,Painted or Changed
425,700750,Other,Other Other,2019,97700,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,220,1461,95,4000,1750,11.8,179,3.6,Original
426,629750,Renault,Fluence,2016,209000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1461,110,4000,1750,11.0,185,4.6,Painted or Changed
427,459750,Hyundai,Other Hyundai,2014,185000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,220,1396,90,4000,1750,13.5,174,4.3,Painted or Changed
428,629750,Hyundai,Other Hyundai,2016,90000,Automatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,260,1582,136,4000,1500,10.7,190,5.6,Original
429,1100000,Audi,Other Audi,2013,218000,Automatic,Diesel,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,250,1598,105,3000,1500,10.9,195,3.9,Original
430,712000,Renault,Fluence,2015,191000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1461,110,4000,1750,11.0,185,4.6,Original
431,770000,Renault,Clio,2020,15000,Manual,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,3,95,999,72,6300,3500,16.4,162,4.9,Original
432,995000,BMW,Other BMW,2016,188000,Automatic,Diesel,Hatchback,Warranted,Dealer,Rear-Wheel Drive,3,270,1496,116,4000,1750,10.3,200,4.1,Original
433,975000,Opel,Astra,2016,82000,Automatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,320,1598,136,3500,2000,11.6,200,5.1,Original
434,925000,Renault,Megane,2016,87000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1461,110,4000,1750,12.5,190,3.8,Original
435,735000,Volkswagen,Golf,2010,98000,Semiautomatic,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,148,1595,102,5600,3800,11.3,188,6.7,Original
436,614500,Renault,Clio,2018,135000,Manual,Diesel,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,200,1461,75,4000,1750,14.5,168,3.6,Painted or Changed
437,624500,Renault,Clio,2018,100000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,75,4000,1750,14.5,168,3.6,Painted or Changed
438,569000,Other,Other Other,2016,152000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,230,1560,93,3500,1750,11.2,180,4.3,Original
439,450000,Fiat,Linea,2015,161000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Painted or Changed
440,568500,Opel,Astra,2011,190000,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,90,2500,1750,15.2,171,5.0,Painted or Changed
441,435000,Toyota,Other Toyota,2006,240000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,116,1296,87,6000,4200,11.5,170,6.0,Original
442,585000,Fiat,Egea,2017,170000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,95,3750,1500,11.7,183,4.1,Original
443,649500,Fiat,Egea,2019,165000,Manual,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,200,1248,95,3750,1500,11.7,183,4.1,Original
444,649500,Fiat,Egea,2019,176000,Manual,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,200,1248,95,3750,1500,11.7,183,4.1,Original
445,430000,Volkswagen,Golf,2003,237000,Automatic,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,148,1595,102,2500,1200,12.5,181,7.4,Original
446,410000,Ford,Fiesta,2007,230000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,160,1399,68,4000,2000,15.0,164,4.3,Painted or Changed
447,1555750,BMW,5 Series,2013,189990,Automatic,Diesel,Sedan,Warrantless,Dealer,4WD (Continuous),4,450,1995,218,4400,1500,7.0,240,5.1,Original
448,795000,Renault,Other Renault,2022,19000,Automatic,Gasoline,Sedan,Warranted,Dealer,Front-Wheel Drive,3,142,999,90,5000,1750,13.9,169,6.1,Original
449,810000,Renault,Clio,2022,4600,Automatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,3,140,999,90,5500,2250,12.0,178,5.0,Original
450,495500,Opel,Astra,2012,254000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,190,1248,95,4000,1750,14.5,175,4.1,Original
451,830000,Ford,Focus,2016,191000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,300,1499,120,3600,1750,10.9,193,4.2,Painted or Changed
452,130000,Tofaş,Other Tofaş,1992,150000,Manual,LPG & Gasoline,Sedan,Warranted,Dealer,Rear-Wheel Drive,4,122,1581,50,5500,3250,15.2,155,6.5,Original
453,1350000,Audi,Other Audi,2015,115000,Semiautomatic,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,200,1395,125,5000,1400,9.3,206,4.9,Painted or Changed
454,910000,BMW,5 Series,2004,345000,Automatic,Diesel,Sedan,Warrantless,Dealer,Rear-Wheel Drive,6,500,2993,231,4000,2000,7.3,243,7.8,Original
455,450000,Toyota,Other Toyota,2011,205000,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,205,1364,90,2500,1200,10.7,175,4.2,Original
456,233000,Fiat,Other Fiat,1999,229000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,115,1368,77,6000,3000,13.0,169,6.1,Painted or Changed
457,1275000,Mercedes - Benz,Other Mercedes - Benz,2011,239000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,230,1597,156,5200,4600,9.5,230,6.5,Painted or Changed
458,425000,Opel,Corsa,2008,256000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,90,2500,1200,12.7,172,4.6,Original
459,810000,Volkswagen,Jetta,2013,160000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,105,4400,2500,11.7,190,4.7,Original
460,485000,Opel,Corsa,2008,208000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,170,1248,75,2500,1200,14.5,163,4.6,Original
461,1335000,BMW,5 Series,2012,255000,Automatic,Diesel,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,380,1995,184,4000,2750,8.1,225,5.2,Original
462,578750,Renault,Symbol,2016,131605,Manual,Diesel,Sedan,Warranted,Authorized Dealer,Front-Wheel Drive,4,200,1461,75,4000,1750,14.6,164,3.9,Painted or Changed
463,945900,Volkswagen,Golf,2018,65100,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,3,200,999,110,5000,2000,9.9,196,5.1,Painted or Changed
464,990000,Other,Other Other,2015,167400,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,270,1560,115,3600,2500,12.3,190,4.1,Original
465,825000,Toyota,Corolla,2017,88000,Manual,Gasoline,Sedan,Warranted,Dealer,Front-Wheel Drive,4,160,1598,132,6400,4400,10.0,200,6.3,Original
466,995000,Mercedes - Benz,Other Mercedes - Benz,2010,179500,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,230,1597,156,5200,4600,9.5,230,6.5,Painted or Changed
467,760000,Peugeot,Other Peugeot,2020,52000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1499,102,3500,1750,10.1,190,3.9,Original
468,1189000,Audi,Other Audi,2016,117400,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,110,3200,1500,10.7,203,3.9,Original
469,800000,Fiat,Egea,2018,57000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,152,1598,110,5500,4500,11.2,192,6.3,Original
470,1998750,BMW,5 Series,2015,176000,Automatic,Diesel,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,400,1995,190,4000,1750,7.7,233,4.1,Original
471,539000,Peugeot,Other Peugeot,2018,169000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,254,1560,102,3750,1750,10.8,183,3.9,Painted or Changed
472,427000,Ford,Other Ford,2007,193000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,204,1560,90,4000,1750,12.9,176,4.5,Painted or Changed
473,427500,Renault,Symbol,2012,225,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,140,1401,51,2500,1200,15.2,155,5.5,Painted or Changed
474,570000,Fiat,Linea,2017,136000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Original
475,1190000,Volkswagen,Passat,2016,225000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,120,4000,1750,10.8,206,4.0,Original
476,810000,Renault,Other Renault,2022,9000,Manual,Gasoline,Sedan,Warranted,Dealer,Front-Wheel Drive,3,95,999,65,6300,3600,17.0,157,5.6,Original
477,1325000,BMW,3 Series,2014,165000,Automatic,Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,220,1598,136,4350,1350,9.2,210,5.8,Painted or Changed
478,485500,Renault,Symbol,2015,175000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,75,4000,1750,14.6,164,3.9,Painted or Changed
479,395000,Hyundai,Other Hyundai,2009,195000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,216,1493,88,4000,1900,12.1,173,4.5,Painted or Changed
480,555000,Renault,Symbol,2018,194000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,220,1461,90,4000,1750,12.2,167,3.9,Painted or Changed
481,660000,Other,Other Other,2017,167000,Manual,Diesel,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,220,1461,90,4000,1750,11.8,167,4.0,Original
482,675000,Hyundai,Other Hyundai,2015,132000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,121,1248,84,6000,4000,12.7,170,5.1,Painted or Changed
483,550000,Other,Other Other,2012,195000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,154,1598,124,6400,4200,10.9,190,6.5,Original
484,152000,Renault,Other Renault,1989,109000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,140,1397,72,5100,3000,15.2,155,6.5,Original
485,670000,BMW,Other BMW,2011,120000,Automatic,Gasoline,Hatchback,Warrantless,Dealer,Rear-Wheel Drive,4,150,1596,116,6000,4300,12.3,197,7.5,Painted or Changed
486,929000,Honda,Civic,2014,143000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,152,1598,125,6500,4300,9.9,200,6.7,Original
487,1238000,Hyundai,Other Hyundai,2019,109000,Automatic,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,155,1591,127,6300,4850,11.6,195,6.7,Original
488,2150000,Mercedes - Benz,Other Mercedes - Benz,2017,166000,Automatic,Diesel,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,320,1598,136,3800,2600,9.7,218,4.2,Original
489,1400000,BMW,3 Series,2014,264000,Automatic,Diesel,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,380,1995,184,4000,1750,7.6,230,4.4,Original
490,1250000,Audi,Other Audi,2011,278000,Automatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,380,1968,177,4200,1750,7.9,225,4.8,Painted or Changed
491,1595000,BMW,5 Series,2014,189000,Automatic,Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,250,1592,170,6000,4700,8.7,226,6.7,Painted or Changed
492,1695000,BMW,5 Series,2016,135000,Automatic,Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,250,1592,170,6000,4700,8.7,226,6.7,Painted or Changed
493,870000,Ford,Focus,2015,137000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,300,1499,120,3600,1750,10.9,193,4.2,Painted or Changed
494,910000,Volkswagen,Jetta,2016,154408,Semiautomatic,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1395,125,5000,1400,9.6,206,5.0,Original
495,388000,Opel,Corsa,2004,259000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,170,1248,70,2500,1200,14.5,165,4.5,Painted or Changed
496,368750,Ford,Focus,2000,320000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,143,1596,100,6000,4000,11.2,180,6.9,Painted or Changed
497,524000,Hyundai,Other Hyundai,2012,280000,Automatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,262,1582,128,4000,1900,10.7,190,5.6,Original
498,439000,Fiat,Linea,2014,193000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Original
499,1554900,Ford,Focus,2023,6115,Semiautomatic,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,3,220,999,125,6000,1400,8.4,208,5.6,Original
500,730000,Volkswagen,Passat,2009,345000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,350,1968,170,4200,1800,8.6,220,6.5,Original
501,810000,Peugeot,Other Peugeot,2015,250000,Automatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,300,1560,122,3500,1750,10.2,190,3.5,Painted or Changed
502,565000,Other,Other Other,2011,287000,Semiautomatic,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,270,1560,114,3600,1750,12.6,190,4.6,Original
503,615000,Fiat,Other Fiat,2012,121000,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,300,1598,120,4000,1500,10.5,195,4.6,Painted or Changed
504,745000,Fiat,Egea,2017,205000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,320,1598,120,3750,1750,9.8,200,3.9,Original
505,565000,Ford,Other Ford,2012,328000,Manual,Diesel,Other,Warrantless,Dealer,Front-Wheel Drive,4,270,1560,115,3600,2500,11.3,184,4.6,Painted or Changed
506,527000,Renault,Symbol,2013,165000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,75,4000,1750,14.6,164,3.9,Original
507,489000,Renault,Megane,2009,245000,Manual,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,200,1461,105,4000,2000,12.7,182,4.9,Painted or Changed
508,180000,Tofaş,Other Tofaş,1996,429000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,122,1581,101,5500,3250,15.2,155,6.5,Original
509,395000,Renault,Clio,2007,245000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,160,1461,65,4000,2000,15.0,163,5.0,Original
510,550000,Ford,Focus,2008,187000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1560,110,4000,1750,11.1,190,4.5,Painted or Changed
511,540000,Renault,Fluence,2013,253500,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,90,4000,1750,13.0,180,4.5,Original
512,635000,Renault,Megane,2012,156500,Automatic,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,151,1598,110,6000,4250,13.9,180,7.7,Painted or Changed
513,810000,Ford,Focus,2015,150000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,230,1560,95,3600,1500,12.6,182,4.5,Original
514,2375000,Mercedes - Benz,Other Mercedes - Benz,2013,163812,Automatic,Gasoline,Other,Warrantless,Dealer,Rear-Wheel Drive,4,180,1801,201,2500,1200,15.2,155,5.5,Original
515,1300000,Volkswagen,Passat,2016,121000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,120,4000,1750,10.8,206,4.0,Original
516,1520000,Volkswagen,Passat,2016,155000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,120,4000,1750,10.8,206,4.0,Original
517,567000,Opel,Astra,2010,193000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,90,2500,1750,13.7,172,4.9,Painted or Changed
518,2000000,Mercedes - Benz,Other Mercedes - Benz,2018,54000,Automatic,Diesel,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,320,1598,136,3800,2600,9.7,218,4.2,Original
519,880000,Honda,Other Honda,2017,51000,Automatic,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,123,1318,102,6000,5000,12.3,182,4.9,Painted or Changed
520,660000,Fiat,Egea,2016,205000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,320,1598,120,3750,1750,9.8,200,3.9,Original
521,440000,Renault,Megane,2004,263000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,152,1598,115,2500,1200,11.1,193,6.9,Original
522,815000,Volkswagen,Polo,2013,63000,Semiautomatic,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,132,1390,85,5000,3800,11.9,177,5.8,Original
523,525000,Renault,Fluence,2012,316000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1461,110,4000,2000,11.5,185,4.4,Original
524,499000,Fiat,Other Fiat,2007,62000,Semiautomatic,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,115,1368,77,6000,3000,13.2,165,6.1,Original
525,574000,Renault,Fluence,2012,265000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1461,110,4000,2000,11.5,185,4.4,Painted or Changed
526,278000,Renault,Megane,1999,260000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,148,1598,107,2500,1200,9.8,195,7.0,Original
527,200000,Tofaş,Other Tofaş,1994,200000,Manual,LPG & Gasoline,Sedan,Warranted,Dealer,Rear-Wheel Drive,4,130,1581,83,5800,2900,13.1,170,6.5,Original
528,565000,Renault,Fluence,2010,190000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1461,105,4000,2000,11.4,186,4.5,Original
529,1195000,Audi,Other Audi,2016,122500,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,110,3200,1500,10.7,203,3.7,Painted or Changed
530,420000,Renault,Megane,2007,297000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,100,4000,1900,12.8,179,4.6,Original
531,652750,Ford,Fiesta,2016,57000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,114,1242,82,5800,4200,13.3,168,5.2,Original
532,1165000,Volkswagen,Passat,2017,172000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,120,4000,1500,10.8,206,4.0,Original
533,255000,Renault,Other Renault,1994,223100,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,140,1390,83,5750,3500,15.2,168,6.5,Original
534,205000,Renault,Other Renault,1993,141200,Manual,LPG & Gasoline,Other,Warrantless,Dealer,Front-Wheel Drive,4,140,1397,72,5100,3000,15.2,155,6.5,Original
535,605000,Renault,Symbol,2017,176000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,75,4000,1750,14.6,164,3.9,Original
536,482000,Renault,Symbol,2016,175000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,220,1461,90,4000,1750,12.2,167,3.9,Painted or Changed
537,850000,Renault,Megane,2017,151000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1461,110,4000,1750,12.5,190,3.8,Painted or Changed
538,1200000,BMW,3 Series,2012,143000,Automatic,Gasoline,Sedan,Warranted,Dealer,Rear-Wheel Drive,4,220,1598,136,4350,1350,9.2,210,5.8,Original
539,1299000,Volkswagen,Passat,2018,122000,Semiautomatic,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,250,1598,120,4000,1750,10.8,206,4.0,Painted or Changed
